Name,StudentID,Age,Gender,AttendanceRate,AcademicPerformance,CounselingSessions,BehaviorIncidents,LastHelpDate,HotlineCalls,AI_RecommendedAction
Student_188,188,12,F,83.6,94.1,2,سلوك طبيعي,2024-03-31,0,
Student_189,189,17,M,71.9,64.3,0,سلوك طبيعي,2024-03-10,0,
Student_190,190,14,F,97.3,76.4,0,مشاكل تركيز,2024-06-12,0,
Student_191,191,14,M,84.7,59.6,3,مشاكل تركيز,2024-06-02,1,
Student_192,192,12,F,90.1,63.9,2,مشاكل تركيز,2024-04-11,0,
Student_193,193,16,M,82.0,90.2,0,مشاكل تركيز,2024-04-01,0,
Student_194,194,12,F,84.7,69.4,1,سلوك طبيعي,2024-12-02,0,
Student_195,195,13,F,100.0,65.4,0,مشاكل تركيز,2024-06-10,0,
Student_196,196,12,M,94.9,49.4,1,مشاكل تركيز,2024-11-10,0,
Student_197,197,14,F,86.9,65.2,1,مشاكل تركيز,2024-07-19,0,
Student_198,198,12,F,95.7,72.5,0,سلوك طبيعي,2024-01-19,0,
Student_199,199,16,M,95.9,58.7,0,سلوك طبيعي,2024-12-30,0,
Student_200,200,17,M,84.1,71.8,0,مشاكل تركيز,2024-11-01,0,
Student_201,201,15,M,73.3,90.2,1,مشاكل تركيز,2024-12-19,0,
Student_202,202,12,M,79.0,66.5,1,مشاكل تركيز,2024-12-04,0,
Student_203,203,16,F,74.6,63.7,2,سلوك طبيعي,2024-11-05,0,
Student_204,204,16,F,99.6,61.5,1,مشاكل تركيز,2024-03-01,0,
Student_205,205,17,M,100.0,61.3,1,سلوك طبيعي,2024-06-26,1,
Student_206,206,14,M,100.0,81.4,0,مشاكل تركيز,2024-03-19,0,
Student_207,207,16,F,67.8,75.6,0,سلوك طبيعي,2024-05-26,0,
Student_208,208,16,M,98.7,86.5,0,مشاكل تركيز,2024-01-22,0,
Student_209,209,16,M,100.0,99.2,0,سلوك طبيعي,2024-05-18,0,
Student_210,210,16,F,99.1,53.0,2,سلوك طبيعي,2024-12-25,0,
Student_211,211,13,F,66.5,79.6,1,مشاكل تركيز,2024-04-06,0,
Student_212,212,13,F,100.0,61.6,4,سلوك طبيعي,2024-10-13,1,
Student_213,213,14,F,88.4,84.5,2,مشاكل تركيز,2024-06-15,0,
Student_214,214,12,F,85.7,71.7,1,سلوك طبيعي,2024-06-03,0,
Student_215,215,16,F,92.5,75.3,1,مشاكل تركيز,2024-12-15,0,
Student_216,216,17,M,77.5,59.6,0,سلوك طبيعي,2024-12-29,0,
Student_217,217,12,M,88.0,69.9,1,سلوك طبيعي,2024-07-21,0,
Student_218,218,17,M,100.0,76.1,0,مشاكل تركيز,2024-09-19,0,
Student_219,219,12,M,94.2,91.3,0,مشاكل تركيز,2024-02-26,0,
Student_220,220,14,F,88.6,65.5,1,سلوك طبيعي,2024-04-18,0,
Student_221,221,16,M,88.9,68.4,0,سلوك طبيعي,2024-12-19,0,
Student_222,222,16,M,76.2,86.3,2,مشاكل تركيز,2024-07-30,0,
Student_223,223,15,M,86.5,64.7,3,مشاكل تركيز,2024-07-16,0,
Student_224,224,17,M,71.7,88.7,0,مشاكل تركيز,2024-09-30,0,
Student_225,225,12,F,98.2,74.9,0,سلوك طبيعي,2024-01-21,0,
Student_226,226,12,M,66.1,78.6,0,مشاكل تركيز,2024-08-01,0,
Student_227,227,13,F,96.5,79.4,1,سلوك طبيعي,2024-07-02,0,
Student_228,228,15,M,97.8,67.6,1,سلوك طبيعي,2024-11-07,0,
Student_229,229,13,F,100.0,79.7,0,سلوك طبيعي,2024-02-27,0,
Student_230,230,13,F,88.9,65.7,1,مشاكل تركيز,2024-12-16,0,
Student_231,231,13,M,97.2,69.0,0,مشاكل تركيز,2024-01-30,0,
Student_232,232,17,F,86.4,81.7,1,مشاكل تركيز,2024-03-08,0,
Student_233,233,17,M,76.1,78.5,2,مشاكل تركيز,2024-08-05,0,
Student_234,234,14,M,100.0,74.1,1,مشاكل تركيز,2024-09-03,0,
Student_235,235,14,F,87.0,59.9,0,سلوك طبيعي,2024-03-26,0,
Student_236,236,13,M,73.9,62.9,0,سلوك طبيعي,2024-02-13,0,
Student_237,237,15,M,83.3,78.3,0,سلوك طبيعي,2024-11-20,0,
Student_238,238,12,F,83.7,83.8,1,سلوك طبيعي,2024-03-30,0,
Student_239,239,17,M,92.6,61.7,1,مشاكل تركيز,2024-08-04,0,
Student_240,240,15,F,100.0,64.9,1,مشاكل تركيز,2024-08-14,1,
Student_241,241,16,M,93.2,76.6,0,سلوك طبيعي,2024-06-02,0,
Student_242,242,17,F,90.1,76.4,1,مشاكل تركيز,2024-08-01,0,
Student_243,243,17,F,100.0,55.5,0,مشاكل تركيز,2024-07-09,0,
Student_244,244,14,F,97.8,76.9,0,مشاكل تركيز,2024-12-07,0,
Student_245,245,12,F,90.5,67.8,0,مشاكل تركيز,2024-03-15,0,
Student_246,246,12,M,83.2,94.7,1,سلوك طبيعي,2024-09-18,0,
Student_247,247,16,F,91.2,78.0,0,مشاكل تركيز,2024-03-28,0,
Student_248,248,16,M,87.3,80.1,0,سلوك طبيعي,2024-05-24,0,
Student_249,249,17,M,88.9,80.4,1,مشاكل تركيز,2024-09-02,0,
Student_250,250,13,M,100.0,60.4,0,سلوك طبيعي,2024-04-19,0,
Student_251,251,14,F,82.6,98.3,1,مشاكل تركيز,2024-04-25,0,
Student_252,252,14,M,93.1,55.5,2,مشاكل تركيز,2024-10-01,0,
Student_253,253,17,F,97.5,84.5,0,مشاكل تركيز,2024-01-27,0,
Student_254,254,15,F,81.4,82.4,0,سلوك طبيعي,2024-06-16,0,
Student_255,255,13,F,79.8,69.3,0,سلوك طبيعي,2024-12-30,0,
Student_256,256,17,M,86.5,83.0,1,مشاكل تركيز,2024-12-29,0,
Student_257,257,13,F,83.4,71.2,0,مشاكل تركيز,2024-01-27,0,
Student_258,258,13,M,99.5,66.9,1,سلوك طبيعي,2024-03-18,0,
Student_259,259,13,M,78.0,80.6,0,سلوك طبيعي,2024-04-06,0,
Student_260,260,17,M,88.7,62.9,0,مشاكل تركيز,2024-12-06,0,
Student_261,261,14,M,100.0,72.3,0,سلوك طبيعي,2024-11-17,0,
Student_262,262,14,F,92.1,67.9,1,سلوك طبيعي,2024-11-16,1,
Student_263,263,13,F,93.8,71.0,0,مشاكل تركيز,2024-05-14,0,
Student_264,264,15,M,99.6,80.2,1,مشاكل تركيز,2024-02-27,0,
Student_265,265,12,M,83.4,67.9,1,سلوك طبيعي,2024-10-31,0,
Student_266,266,17,M,77.2,72.7,0,مشاكل تركيز,2024-09-13,0,
Student_267,267,12,M,89.8,69.0,2,مشاكل تركيز,2024-08-11,0,
Student_268,268,15,F,90.7,92.3,1,سلوك طبيعي,2024-12-26,0,
Student_269,269,17,M,71.8,79.1,1,مشاكل تركيز,2024-08-26,0,
Student_270,270,13,M,91.8,77.6,1,مشاكل تركيز,2024-01-03,0,
Student_271,271,14,M,98.7,83.2,0,سلوك طبيعي,2024-10-25,0,
Student_272,272,12,F,78.9,67.9,0,سلوك طبيعي,2024-04-19,0,
Student_273,273,16,F,92.4,85.3,0,مشاكل تركيز,2024-08-30,0,
Student_274,274,16,F,96.9,79.2,1,مشاكل تركيز,2024-12-08,0,
Student_275,275,15,F,93.9,56.3,0,سلوك طبيعي,2024-02-19,0,
Student_276,276,13,F,94.8,57.9,1,مشاكل تركيز,2024-02-12,0,
Student_277,277,12,M,85.6,68.1,0,مشاكل تركيز,2024-02-09,0,
Student_278,278,13,F,76.7,59.1,0,مشاكل تركيز,2024-07-20,0,
Student_279,279,12,F,83.5,72.1,0,مشاكل تركيز,2024-04-09,0,
Student_280,280,15,F,82.1,62.8,0,سلوك طبيعي,2024-08-08,0,
Student_281,281,15,F,87.2,73.8,1,مشاكل تركيز,2024-09-18,0,
Student_282,282,16,F,98.9,91.9,0,مشاكل تركيز,2024-03-15,0,
Student_283,283,13,F,74.9,74.4,2,سلوك طبيعي,2024-08-19,0,
Student_284,284,17,F,89.4,71.4,1,مشاكل تركيز,2024-04-06,0,
Student_285,285,16,F,77.4,79.7,0,مشاكل تركيز,2024-06-27,0,
Student_286,286,13,F,80.6,66.6,1,مشاكل تركيز,2024-11-26,0,
Student_287,287,16,F,93.6,85.1,1,مشاكل تركيز,2024-11-04,0,
Student_288,288,17,M,76.1,80.9,1,مشاكل تركيز,2024-02-03,0,
Student_289,289,14,F,95.3,75.5,1,سلوك طبيعي,2024-06-03,0,
Student_290,290,14,M,74.5,76.9,1,سلوك طبيعي,2024-04-10,0,
Student_291,291,14,F,94.7,99.5,1,مشاكل تركيز,2024-01-02,0,
Student_292,292,14,F,72.5,86.3,1,مشاكل تركيز,2024-10-08,0,
Student_293,293,12,F,81.8,100.0,1,مشاكل تركيز,2024-08-20,0,
Student_294,294,14,M,100.0,81.4,0,سلوك طبيعي,2024-04-05,0,
Student_295,295,17,M,100.0,57.3,0,مشاكل تركيز,2024-09-27,0,
Student_296,296,15,M,83.9,71.9,0,سلوك طبيعي,2024-07-20,0,
Student_297,297,15,F,91.9,54.6,3,سلوك طبيعي,2024-06-05,0,
Student_298,298,12,M,100.0,81.3,2,مشاكل تركيز,2024-01-04,0,
Student_299,299,14,M,94.8,83.9,1,سلوك طبيعي,2024-01-28,0,
Student_300,300,14,M,85.3,64.4,1,مشاكل تركيز,2024-11-18,0,
Student_301,301,14,F,80.5,67.1,0,سلوك طبيعي,2024-11-25,0,
Student_302,302,16,F,96.7,76.8,0,مشاكل تركيز,2024-07-18,0,
Student_303,303,13,M,99.3,60.6,3,مشاكل تركيز,2024-10-31,0,
Student_304,304,16,M,100.0,59.7,0,مشاكل تركيز,2024-07-31,0,
Student_305,305,13,F,71.1,89.9,0,سلوك طبيعي,2024-02-24,0,
Student_306,306,14,F,75.5,76.4,0,سلوك طبيعي,2024-02-16,0,
Student_307,307,14,F,99.6,68.3,0,سلوك طبيعي,2024-04-22,0,
Student_308,308,16,M,72.5,54.7,0,سلوك طبيعي,2024-11-24,1,
Student_309,309,16,F,100.0,85.2,0,سلوك طبيعي,2024-10-17,0,
Student_310,310,13,M,85.9,66.8,0,مشاكل تركيز,2024-11-10,0,
Student_311,311,15,F,82.8,97.3,1,سلوك طبيعي,2024-11-24,0,
Student_312,312,13,F,90.1,85.3,2,سلوك طبيعي,2024-03-17,0,
Student_313,313,16,M,74.5,65.3,0,مشاكل تركيز,2024-04-01,0,
Student_314,314,17,M,96.2,66.4,0,سلوك طبيعي,2024-02-07,0,
Student_315,315,16,F,100.0,95.7,0,سلوك طبيعي,2024-10-11,0,
Student_316,316,17,F,96.7,74.0,1,سلوك طبيعي,2024-11-18,0,
Student_317,317,12,F,85.5,68.8,0,سلوك طبيعي,2024-05-28,0,
Student_318,318,16,F,72.6,75.3,0,مشاكل تركيز,2024-08-14,0,
Student_319,319,12,F,73.0,68.8,3,مشاكل تركيز,2024-02-26,0,
Student_320,320,15,F,74.7,77.9,2,مشاكل تركيز,2024-12-05,0,
Student_321,321,13,M,87.9,74.1,1,سلوك طبيعي,2024-11-11,0,
Student_322,322,17,F,89.1,85.5,2,سلوك طبيعي,2024-12-22,0,
Student_323,323,13,M,96.7,70.3,0,سلوك طبيعي,2024-10-22,0,
Student_324,324,12,M,70.0,64.4,1,سلوك طبيعي,2024-11-17,0,
Student_325,325,17,F,100.0,70.8,2,مشاكل تركيز,2024-01-10,0,
Student_326,326,13,M,94.9,70.7,0,سلوك طبيعي,2024-09-25,0,
Student_327,327,16,M,84.7,74.1,1,مشاكل تركيز,2024-05-01,0,
Student_328,328,14,M,76.1,82.6,1,مشاكل تركيز,2024-12-05,0,
Student_329,329,12,F,100.0,82.0,1,سلوك طبيعي,2024-10-19,0,
Student_330,330,13,M,85.0,89.4,1,سلوك طبيعي,2024-11-11,0,
Student_331,331,12,M,87.8,65.3,1,مشاكل تركيز,2024-10-22,0,
Student_332,332,12,M,91.8,79.7,0,مشاكل تركيز,2024-04-07,0,
Student_333,333,17,M,78.9,83.7,1,سلوك طبيعي,2024-10-14,0,
Student_334,334,17,M,85.2,66.9,1,مشاكل تركيز,2024-02-09,0,
Student_335,335,14,M,96.7,72.5,0,مشاكل تركيز,2024-11-14,0,
Student_336,336,16,F,95.6,54.0,1,انسحاب اجتماعي,2024-11-09,0,
Student_337,337,12,M,95.7,85.9,0,سلوك طبيعي,2024-03-22,0,
